uniqueID,drugName,condition,review,rating,rating_class,topic
62621,SSRI,Depression,"""i was started on drug about 7 months ago, my moods have increased thoughts of suicide, feeling worthless, sweats , nervousness. everyone's different i guess.""",negative,negative_SSRI,0
64230,SSRI,Depression,"""omg..y'all are scaring me with some of the responses i'm seeing on here..i just started drug dosis for ocd.obsessive thoughts and depression.it will be two weeks on the 23..actually i feel the same before i started taking it..i haven't notice any side effects so far.what do y'all think?""",negative,negative_SSRI,-1
94034,SSRI,Depression,"""tried to take months earlier but stopped due to nausea and diarrhea. gave it another try today....bad idea. very sick within 1 hour of taking. horrific headache followed by vomitting everything in my stomach.""",negative,negative_SSRI,-1
96618,SSRI,Depression,"""i started takin drug when i was 16 or 17. it was the 2nd antidepressant i tried and i loved it! the side effects were less servere than any other med i've tried today, the only downside was that after awhile i noticed it stopped working and i was increasing my dosage more frequently. i started on dosis and worked up to 200-dosis.""",positive,positive_SSRI,-1
178343,SNRI,Depression,"""had to discontinue after 3 days due to severe depression symptoms that started with taking the medication.""",negative,negative_SNRI,-1
186518,SNRI,Depression,"""i was diagnosed with severe ptsd, have struggled with eating disorders not specified, and major depression. two years ago i began taking drug after having tried drug, generic drug, drug, and even drug. all of the previous medicines had horrible side effects like weight gain, night sweats, hallucinations, and mood altering capabilities. drug was the first medicine that made me feel ""normal again"". i got on it, began taking it steadily and not drinking on it. i was relieved of anxiety, weight gain and depression. after my boyfriend found out i was on it, i quit cold turkey due to some inhumane remarks. i do not suggest coming off it suddenly ever! i went downhill so fast; drug truly is a miracle medicine!""",positive,positive_SNRI,-1
94353,SSRI,Depression,"""i have tried drug, drug, calexa, and drug. my body does not tolerate meds well. drug was so intense that i took it for only two days and suffered almost every possible side effect. drug caused nausea, weight loss, and i was still having panic attacks. calexa was good, but i had increased migraines. now i am trying drug, but my anxiety is back. i am crying without a direct reason. i am extremely tired. i also have an upset stomach. i suppose i will have to decide which side effects i can tolerate and just ""live"" with the nuisance. at this point, i don't want to cry every day. i want to have energy and enjoy life again.""",negative,negative_SSRI,-1
168716,SSRI,Depression,"""i love this drug, but it is not for the casual or lazy user. i find i must take it at nearly the same time every day or i get side effects. i take it first thing in the morning, and i avoid the sleepies by doing something semi active for a short time. also, never take this before bed... it can cause sleeplessness and nightmares. i take lanzaprozole at the same time for gerd, so avoid any stomach upsets. the nightmares went away after about 4 weeks from starting. i feel so normal now-- energy level has returned and the blues are gone!""",positive,positive_SSRI,-1
196847,SSRI,Depression,"""i am a 31 year old female. paroxatine definitely helped my mood but it made me lethargic and i gained about a kilo a month for the five months i was on it. i was unhappy about the weight gain so i tapered off very slowly and didn't have any serious side effects besides being a bit emotional for a week. losing the weight seems to be harder than it was before i took the medication. it didn't help my mood anymore than drug or drug did and the side effects of those were far more tolerable than so much weight gain.""",negative,negative_SSRI,-1
186015,SNRI,Depression,"""i used drug for 8 days but couldn't tolerate the side effects. i was warned by my psychiatrist that the side effects could take 2-3 weeks, however, i couldn't afford to wait much. the side effects include: feeling thirsty, having thoughts of going mad, fear, palpitations, heat (had to be in a cold room or otherwise i'll feel anxious), heightened anger, panic attacks.

the first few days of use were fine, but i had to discontinue because my work and social life suffered.""",negative,negative_SNRI,-1
44946,SSRI,Depression,"""love love love it! got my life back after 5 years of depression. i feel like myself again.""",positive,positive_SSRI,-1
126033,SSRI,Depression,"""i have been taking drug dosis for 6 weeks. from about the third day i felt an improvement in my mood and energy. but starting around week four my mood started to change for the worst. i was grumpy and had zero patience for anything. my husband, my two year old, my dog, the list went on. now at week six i'm ready to jump out a window. i have a drs. appointment this upcoming week. i need to take myself off of this. i had high hopes for this back to square one.""",negative,negative_SSRI,10
168705,SSRI,Depression,"""only on day 4 and can't take the constant nausea and off feelings anymore. vivid dreams, sweating, but the worst is definitely the gastro issues. bloating, acid reflux, severe nausea. tried taking it with food, tried taking anti-nausea pills and so many other things, but it wouldn't work.""",negative,negative_SSRI,-1
140558,SSRI,Depression,"""i started taking drug for anxiety and depression. my anxiety was so bad at times, i felt like i was having mini panic attacks. the worst part of my day was the thought of waking up and having to go to work. i have 3 children and felt like i couldn't take care of them, thank god for my family. besides the occasional advil for a headache, i do not take any other medications and didn't really like the idea of being on this type of medication. but, you know what? i have a family, friends, a career, and house, so if i have to take a little pill to feel better, then so be it. i'm just glad i don't have to suffer and there is help out there.""",positive,positive_SSRI,-1
96354,SSRI,Depression,"""i was on drug for 8 years.  most of those on a minimum maintenance dose.  in the last few years it affected my memory and it didn't work as well for the depression and anxiety.  does a good job treating pms.  i had to go off eventually, but it was a good run.  had night sweats and some sexual side effects.  i also would feel nauseous if i was hungry while i was on it.  best to take at night.""",positive,positive_SSRI,-1
121138,SNRI,Depression,"""i was diagnosed with bipolar disorder with depression and anxiety in 2001 at the age of 34...it took a couple of years for my psychiatrist to find the right combination of drug therapy that would work for me.....i take dosis of drug daily all year...seasonally in the fall and winter drug is added to stabelize my depression..starting with 37.dosis and titrated up to dosis twice a day until spring gets close and like all creatures i am ready to enjoy the sunshine again and it is titrated back down over 3 weeks and stopped ...this has worked very well for me along with a low dose of drug bid prn...""",positive,positive_SNRI,-1
201025,SSRI,Depression,"""gave one star to drug for its effort, but really it deserves zero stars from my experience. i was on drug, then cipralex (drug for american users) for almost a year and when it stopped working i decided to go with drug after reading good reviews. drug slowly turned me into the worst version of myself. constant anger, irritation, nausea, no appetite, no motivation, and man the heart burn was unreal. and the list goes on and on. i took it for a week at dosis and 3 weeks at dosis to give it a shot but i had to stop because i was just falling apart. i am currently on drug, its been almost a week and it is slowly putting me back together from the drug disaster.""",negative,negative_SSRI,-1
205404,SNRI,Depression,"""18 years.  i switched to drug after drug and drug.  i took a gene sight test that predicted me to have the least amount of side affects with drug (which i highly recommend). i had almost no side effects.  after the drug started to kick in i felt alright, not too great or severely depressed.  i did feel well enough to go to school (i couldn't on drug).  however after about a month i noticed a shift; i felt a lot better than usual at times and at others i felt depressed.  i also have had racing thoughts and mood swings become more common. i became worried i had bi polar disorder. i told my psychiatrist this and he believed it was coming from drug. coming off has been a hard.  my mind has been in a fog, hot flashes, flu like symptoms""",negative,negative_SNRI,-1
205318,SNRI,Depression,"""i have been taking dosis for about 6 years. i had moderate ocd, high anxiety, and then a diagnosis of depression before i started taking drug. i have found it has reduced my ocd, anxiety and depression very well. lately though i have been experiencing intrusive self-critical thoughts and excessive bruxosis (teeth grinding). i am 62 and have a heavy work load. my libido has been hugely reduced since starting on drug although this may in part be due to menopause. i also occasionally experience what i would call lsd flashbacks, of a benign nature. the images i see, only at night, are of extraordinary beauty and are extremely detailed. when i open my eyes, i can still see the images. has anyone else experienced this?""",positive,positive_SNRI,-1
141672,SSRI,Depression,"""this is my 6th day on drug.  i have no appetite, but i am starting to feel less anxious.  i am hoping that soon i can feel back to perfectly normal again.  thanks for all the input.""",positive,positive_SSRI,-1
183664,SNRI,Depression,"""i have taken drug and drug for past 10 years for depression and anxiety and recently changed doctors. she prescribed drug.  i am on dosis and although i have some negative side effects, they are all tolerable. any medicine you take you will have side effects. on the positive side, my libido has increased drastically and i can once again have orgasms. guess i am making up for those ""lost"" 10 years with drug. new life at 59.""",positive,positive_SNRI,1
183591,SNRI,Depression,"""been on it for about a month now. was on dosis, now on dosis so far feel a little better but not much. hopefully will improve. side effects: night sweats, tremors, a little nausea paranoia and anxiety.""",negative,negative_SNRI,-1
92881,SSRI,Depression,"""after trying multiple antidepressants, my doctor decided to try me on drug. the first couple of weeks were rough from a quick transition from drug to drug. it's helped not only my depression but my anxiety a lot better. i'm really impressed.""",positive,positive_SSRI,5
94301,SSRI,Depression,"""i've been on drug for just over 2 months and it's helped my depression tremendously. i've been on several drugs and this is far and away the best one i've tried. it kicked in a little faster and the lack of side effects is remarkable. (i was irritable when i increased my dose from dosis to dosis, but it subsided after a month and i took klonopin as needed to help. i also noticed some mild scalp tingling which another person mentioned.) no sexual side effects, no weight gain, no tmj, no night sweats! i'd recommended titrating up slowly if you have anxiety/irritability (cut those annoying egg-shaped pills in half) and taking it with a meal to prevent nausea.""",positive,positive_SSRI,-1
93980,SSRI,Depression,"""one month on dosis of drug.  i was on drug for 3 years and was a zombie.  it is like a veil has been lifted.  i have energy like i did when i was in my 20s.  i also can see i am clearly surrounded by critical condescending people.  i never was able to give much thought to their behavior while on drug.  i am experiencing a euphoric feeling that was absent prior to drug.""",positive,positive_SSRI,0
177324,SNRI,Depression,"""so far, so good.  i haven't been on it very long but i definitely feel like my overall quality of life has improved.  mild headache and nausea the first week or two, which went away.  i still get sad, when sad things happen, but it no longer feels overwhelming. the ""doom and gloom"" is definitely gone. 

i take 2 a day, in the morning.""",positive,positive_SNRI,-1
45844,SSRI,Depression,"""drug made me feel a lot less depressed a first, but then it started causing really bad insomnia.""",positive,positive_SSRI,-1
28444,SSRI,Depression,"""i was prescribed drug about a year and a half ago after suffering from severe depression and anxiety (female, 23). started on dosis and have just upped the dosage to dosis. i get a yawn and get a bit of nausea, also makes me a bit frigidity/hard to focus. even so, it's done wonders on my moods and how my brain seems to function. it helps me sleep, i don't have crazy vivid dreams any more. if i miss a dose or two you can really tell the difference. it definitely mellows me out and i feel like i can manage basic day to day things since starting it. i have had some trouble with orgasming, however not always. can't drink any alcohol on it because it goes straight my head and makes me go silly. drug has changed my life.""",positive,positive_SSRI,-1
55705,SNRI,Depression,"""i had a major breakdown and was hospitalized. my psychiatrist put me on drug. i took it before bed and by 2 am i was running fever and felt like i had the flu. it was by far the worst medicine i have ever tried. ever. i woul never take this again. i felt horrible all day the next day and wouldn't get out of bed. it was a nightmare.""",negative,negative_SNRI,0
196968,SSRI,Depression,"""pacil dosis is great. i can say finally after 4 months the depression veil has lifted. this drug works great but very slowly.  give it time. it works!!""",positive,positive_SSRI,-1
141790,SSRI,Depression,"""drug did help my depression and anxiety, but i had a lot of strange side effects while on it. i believe it made my blood read ""pre-diabetic"" when i never in my life had a history of that. as soon as i got off, my blood went back to normal. i also became severely anemic-again, could be a coincidence, but when i went off, my blood was fine. it also made me feel confused mentally. some weight gain as well. i have tried so many antidepressants, and i  get so many side effects. it's a shame, because my depression is back with a vengeance.""",negative,negative_SSRI,-1
168611,SSRI,Depression,"""started taking it over the summer on a starter pack. i hate eating, and if you don't eat with this med, you're going downhill. nausea, vomiting, major headaches, and more black and white bpd symptoms than without. was placed on dietary supplement with it, but felt sick all the time. haven't been back since school started due to other things, and in all honesty, the meds made it hard. everything was elevated. nightmares were worse. little day to day events, terrible. a simple manic episode that i was used to? 12 times higher. really disliked it.""",negative,negative_SSRI,-1
186352,SNRI,Depression,"""the side-effects far outweigh the benefits for me.  it took about 5 weeks for the good effects to kick in - and when they did, i felt like a huge boulder had been lifted off of my chest, i could cope with things much better.  however, the nausea is still present, even though it's been two months since i started.  what's frightening is the blurred vision.   my vision started getting blurry not long after i started drug, and it has become worse.  it has gotten to the point where the words i'm typing are now blurry and the laptop is less than two feet away from my face.  am weaning myself off of this and have an appointment with my doctor next week.  too bad... i was hopeful about this one. """,negative,negative_SNRI,-1
181507,SSRI,Depression,"""i've been on drug for a month and it really helps with the depression.""",positive,positive_SSRI,-1
177335,SNRI,Depression,"""i have been on drug for at least 4-5 years.  i took it with lamactal also as it did not seem to help or put the anxiety/depression.  i now am doing acupuncture and going off both drugs.  horrible!!!!!!!!  i tried to tell my doctors that i still felt crumby on drug but they just upped my dosage.  i think there are other ways to deal with anxiety and depression.  at the very least you should find out if a certain drug works well with you by checking it out with a pharmacologist, so you can be matched.  good luck to all who are suffering, it is not much fun.""",negative,negative_SNRI,-1
181227,SSRI,Depression,"""for me, drug was unfortunately not so much of a success. i didn't feel worse but i didn't feel great either. i started taking it in oct 2016 with a dose of dosis, then upped to dosis and eventually to dosis. so really i changed doses 3 times in 3 months. (which is probably not the best since you don't get to get use to the drug.) but anyways i wasn't feeling any better. still felt down and very depressed. my psychiatrist has officially switched me to drug (which i'm afraid of, since the reviews of that drugs aren't all positives). i have to say,  while on the drug,  sometimes i felt good but the majority of the time, i felt very depressed (not because of the drug). my side effects were fatigue and diarrhea.""",negative,negative_SSRI,-1
55908,SNRI,Depression,"""have dealt with gad anxiety most my life. started taking drug for a major depression episode.  doctor stared me slow.  dosis for 4 weeks, then dosis for 3 weeks, then dosis for 2 weeks and finally dosis.  been on dosis about 6 months, some side effects along the way.  just basically feeling ""weird"" was the worst side effect.  wanted to quit many times along the way, but stuck with it.  it doesn't work overnight. 
sexual side effect is hard to have a orgasm, but i can deal that if i feel better.  depression
is no fun.  good luck all.  tomorrow's always can be a better day.  god bless.""",positive,positive_SNRI,-1
205527,SNRI,Depression,"""20, female. i've been taking dosis for 18 months i feel a lot better than what i did in regards to my depression but i feel nauseous 70% of the time and if i accidentally forget a pill i feel absolutely awful. bizarre dreams, incredibly tired, diarrhea and paresthesia. i'm afraid to stop taking it for good because of what it does to me, something i'll be discussing with my doctor.""",negative,negative_SNRI,-1
205641,SNRI,Depression,"""i am a 57 year old male and struggled with anxiety and depression all my life but it peaked about 6 years ago.  i began taking the maximum dosage of drug dosis.  i was better, but not 100%. i would still get that ""knot in my stomach"" when the anxiety would rise.  i asked my psychiatrist if i could try drug since my mother had good results.  he reduced the drug and put me on dosis of drug.  i started feeling better after about the 3rd week and after a month, those negative thoughts, not being able to live in the present, lack of joy all changed dramatically for the better.  to me, it is a wonder pill - with no side effects at all.
""",positive,positive_SNRI,-1
45814,SSRI,Depression,"""for years i struggled with depression unknowingly since i could remember never thought to take any action though until a few tragic events happened. then came the suicidal thoughts and such so i went to a doctor and got this prescribed to me. drug dosis, i can honestly say i have never felt so good in my life. haven't had any suicidal thoughts or anxiety or very much depression. the only thing i can say negatively about this medicine is that it did decrease my sex drive and left me feeling quite tired and with a lack of energy when i first started taking it lasted about 2 days. ever since then no such problems have occurred except for the lack of sex drive. thank you drug you honestly saved my life.""",positive,positive_SSRI,-1
45425,SSRI,Depression,"""didn't work at all, found it only made me feel worse.""",negative,negative_SSRI,-1
93974,SSRI,Depression,"""i almost never experience major side effects from any medications, and i have been off and on many antidepressants over the past 14 years. i was taking drug for a couple months, which was helping with my depressive symptoms, but i though it might've been giving me sexual side effects, but i wasn't sure so my doctor suggested trying drug. he said it has a lower incidence of sexual side effects.  well, not only did drug give me horrible sexual dysfunction and even lower libido, every time i took this drug for two weeks, i literally felt like i was coming down with the flu about 15 minutes later.  headaches, nausea, vomiting, heartburn, feverish.  i really do think this stuff is poisonous, and needs to be pulled from the market.""",negative,negative_SSRI,1
28380,SSRI,Depression,"""my feelings of depression were actually amplified by this.""",negative,negative_SSRI,-1
64225,SSRI,Depression,"""i fully understand it's hard to work through initial side effects, especially when you may be at one of your lowest points immediately prior to taking medication. it may not work for everyone, but this medication has helped me immensely. i don't feel like a permanently happy robot or anything, i still feel sad and upset when it's warranted. but i feel like i can process problems like a high functioning individual, and i don't feel like i'm going to crack under every little thing. the side effects do get better!""",positive,positive_SSRI,-1
96343,SSRI,Depression,"""i started taking drug over a year ago, and at first it improved my mood 90%.  that was senior year of high school.  then i started college, my increased stress also had me increase my dose from 50-dosis.  since then i have gained 45 lbs, had a severe decrease in my sex drive, and upon increasing to dosis, have been so apathetic and just not wanting to do anything.  i am 19.  shouldn't really happen for me.  for some people it works great, for me, i'm just going cold turkey from here out.""",negative,negative_SSRI,-1
140733,SSRI,Depression,"""i waited way too long to get treated for anxiety and depression. i wish i would have sought medical help sooner.

after 20 years of battling with both a/d and moving and living as if i were in slow motion, i finally went on an drug. before the drug, i was constantly irritable, jumpy, quick to anger, and downright raging at times. i took a lot of my bad moods out on my kids and husband and i feel horrible.

i am calm now. things that normally would upset me and set me off, don't even bother me now.

i can function normally and not like a crazy person.

i started out with dosis and was increased to dosis. some sexual side effects, but i will take it any day over what i was living with.""",positive,positive_SSRI,-1
82867,SSRI,Depression,"""i strongly recommend  drug dosis for depression  this drug has uplifted my mood, and truly suppressed my appetite i have been on it for two weeks and loss four pounds already. the one side effect that i have experience  is excessive yarning.  once the dose was adjusted the symptoms has stop.""",positive,positive_SSRI,-1
125770,SSRI,Depression,"""do not even think about taking this! i took it back it 2014 for a few months and took my dose about 4 hrs late. let me tell you, i thought i was going to have to be put in a psych ward. i laid down to go to sleep and had brain zaps (loud bang and pops in your ears that aren't really there). i saw birds dying at my face, i felt a demon trying to smother me into my bed and saw children burning in a house! all because my dose was late. my dr told me to wean off immediately. i was terrified to lay down at night because this continued to happen while i was trying to get off it. never been so thankful in my life to be rid of something! after my experience and reading about others' experiences, i can't believe it's still available to ruin lives!""",negative,negative_SSRI,-1
131827,SNRI,Depression,"""i have been taking the generic, drug for about 6 years. my doctor settled on dosis once daily, as increasing the dosage makes my hands tremble. it is not nearly as effective as it once was. withdrawals for this medication are hellish. i ran out of pills on a few occasions and felt like i was losing mind. i really would like to slowly taper off and eventually be free of this medicine.""",positive,positive_SNRI,11
61505,SSRI,Depression,"""i've always struggled with depression and anxiety attacks since i was 18 (now 28) and having used citalapram a few times, it has always really helped me.
i was at a point my life where i felt i couldn't go on anymore with all the stuff constantly going on in my head!! with two small children to look after i honestly felt that they would be better of without a mother that used to curl up at nights crying into a pillow because she couldn't see a way out of it. but i did! 
i don't want to jinx it but this medicine has saved my life
everyone reacts differently to it mind, and the first few weeks of taking it are awful! my anxiety increased to breaking point,  but you have to stick with it because side effects don't last.. hope this helps..""",positive,positive_SSRI,-1
45265,SSRI,Depression,"""i have been on an drug journey since i was 21 years old and am now 43. i was abruptly taken off of drug which was an absolute nightmare. however, i was consoled by the fact that drug was replacing it and have read that drug can actually be used to treat drug withdrawal. i am about seven weeks in and i feel like this might have been the right drug for me all along. my mood is level (if not maybe too up for brief periods) however my anxiety is way down and i find myself coming to be on a first name basis with all of the retail people i see on a very regular basis! this is huge for me as i have a thirty year history of social and generalized anxiety.

that being said, i am working as well with cbt and i think more importantly meditation.""",positive,positive_SSRI,-1
119068,SSRI,Depression,"""overall, drug is a good drug. i have taken it for a few years now and have had no side effects. it helps with my depression, but still struggle with an occasional panic attack. i am on a higher dose than most people, dosis, and might have to go higher or switch to something else, i would recommend it for mild anxiety and depression""",positive,positive_SSRI,-1
64465,SSRI,Depression,"""i have had good results with dosis of drug, and .5 clonazapam 3 times a day, for ten years. i've tried many drug meds, and drug has been the best so far. i suffer from depression, agoraphobia, panic and ocular migraine. this current combo ( sometimes i add gabapentin if i'm still anxious about leaving my house) has been the most effective for my mood. i gained weight on drug and getting off was a nightmare. no additional weight gain with the drug.""",positive,positive_SSRI,-1
121026,SNRI,Depression,"""i am so very thankful for this medication. it has allowed me to get a handle back on my life. i have panic attack disorder, separation anxiety, depression, and generalized anxiety. i was prescribed the drug for my depression. i was so depressed that i wouldn't leave bed, i'd have crying fits daily, everything would upset me, and i had suicidal thoughts. i take dosis daily, as well as some other medications, and i can honestly say i am a huge fan. i haven't had any side effects, i don't go through withdraw if i don't take it the same time daily, it doesn't cause any serious problems. my only advice is to take it with food, like most medications. although this drug works for me, it might not work for everyone.""",positive,positive_SNRI,-1
205172,SNRI,Depression,"""this drug has changed me back to the person i recall being 20 yrs ago. for the first time in years i've been waking up early with energy ready to take on the day. i have a 1 year old toddler and a beautiful wife and i want to be all i can for them and i don't think it would be possible without the assistance of this medication. i am also a surgeon and lead a stressful lifestyle so i need all the help i can get.

there's been a lot of trial error along the way...

my advice: keep trying different anti-depressants and by 12 months there is a 90% chance you'll find the right one for you.

if the medication gives you a significant improvement (but falls short of 100%) stick with it and sort the rest out with psychotherapy.""",positive,positive_SNRI,-1
121977,SNRI,Depression,"""this is the best medication i have ever taken! i am a 18 year old college student, suffering from generalized anxiety disorder, panic disorder, mood disorder, and depression and i cannot fathom as to how much this medication has helped my life. the first two weeks of taking it i could notice differences in how i socially interacted with people (much more out-going and easy-going). now i've been on the medicine for two months and i will never stop taking it! i have absolutely no problems anymore, i still can sometimes work myself up every now and then but i'm prescribed to 0.dosis of klonopin for onset anxiety. the only thing i can say bad about this medicine is that i crash at the end of the day for about an hour, and then have disrupted sleep.""",positive,positive_SNRI,-1
201195,SSRI,Depression,"""i told myself that if a miracle happened and this worked, that i would write a review. let me start off by saying that this drug, literally, saved my life. i've always battled anxiety and panic attacks, and was on a small dose of drug and that seemed to take the edge off. i took it on and off for years. after i had my second baby at 28, i got terrible postpartum depression. i had thoughts of suicide, racing thought constantly, couldn't nap and took forever to fall asleep at night. i literally spent three months just thinking and obsessing over how horrible i felt. i wanted to crawl out of my skin and die. i was barely showering, brushing my teeth and hair and would stay in the same sweatpants and shirt for days. i could go on forever by i'll get to the point. after three months of pure hell, i went to my doctor for help. i was prescribed 50 ml of drug. after being on it for 4 weeks, i stopped taking it because it wasn't working. after going another 2 weeks feeling miserable, i went to my doctor again.  she recommended we up the dose and stay on it for atleast 6 weeks. well, after two weeks on 100 ml, i realized i was feeling better. i would go minutes without thinking negatively, then i would go hours, then full days. it feels so good to feel like myself again. i truly thought i would be miserable forever. please get help and try something if you are feeling terrible. everyone is curable with the right drug and right dose. i wish i got help sooner. try this! it will work! if for some reason it doesn't, try something else! get help now! i was doing the same thing you are - googling all types of antidepressants convinced there was no cure and they would never work. stop spending your life wondering when you will be yourself again. you will get better and be 100% your old self again with an antidepressant!""",positive,positive_SSRI,-1
62190,SSRI,Depression,"""great for depression.""",positive,positive_SSRI,-1
205330,SNRI,Depression,"""great drug!""",positive,positive_SNRI,0
205938,SNRI,Depression,"""i have been on drug (dosis) for about four months to treat depression. i feel better and have more energy, but some side-effects i've encountered concern me. when i missed a dose, it sounded like fireworks were going off in my head. i could hear ""zaps"" and felt dizzy and nauseated. i didn't connect it to the medication, though, so i stayed in bed the next day, unmedicated, and the symptoms got worse. i was able to see the physician's assistant who prescribed phenergan and valium. i'm now a little worried about going off drug. i never felt like this on drug or drug.""",positive,positive_SNRI,-1
82715,SSRI,Depression,"""drug is one of the few antidepressants that worked well for me. however, don't stop taking the drug when you start feeling better. stopping drug abruptly made me physically ill. the drug withdrawal symptoms are similar to opiate withdrawal.""",positive,positive_SSRI,-1
28360,SSRI,Depression,"""best antidepressant i've ever tried.  horrible sexual side effects, especially since i'm a newlywed.  but at least i'm happy.""",positive,positive_SSRI,-1
96351,SSRI,Depression,"""very effective by the second week of starting the treatment.""",positive,positive_SSRI,-1
62015,SSRI,Depression,"""i have had a lifelong struggle with depression. i had a precious baby 4 months ago and began to struggle with postpartum depression. i thought if i lost the baby weight i'd feel better. i got put on phentermine which sent me into a downward spiral and the worst depression of my life! i went to the dr 6 days after starting phentermine and he took me off of phen and put me on drug dosis. within 2-3 days, i felt so much better! my husband and i were arguing every other day before treatment and we haven't had a single disagreement since i started 3 weeks ago. we are both so happy with my results. my side effects have been not being able to sleep and i'm always hungry. so far i haven't had weight gain but i've really had to have self control.""",positive,positive_SSRI,-1
92781,SSRI,Depression,"""thought the nausea would pass but it didn't. i feel like a complete zombie that is constantly on the verge of throwing up. i'd rather be depressed than stay on this medication.""",negative,negative_SSRI,-1
118868,SSRI,Depression,"""my wife had major mood swings.  irritable, would stay angry for days about the smallest things.  no sex drive, tired all the time.  an hour after taking the pill, she was a different person.  happy, more affectionate, less tired, funny, easy going.  a miracle. she said she had always felt as though she was living her life under water or in the clouds and this medicine made things clear.  it's be wonderful. only side effect has been some bruising.""",positive,positive_SSRI,1
28062,SSRI,Depression,"""i was very skeptical about going on medication and i was really against it but after a big breakdown and not seeing the light, i took lexopro. i kept reading the reviews daily for hope as it took along time for the medication to kick in. please give it 8 to 10 weeks! now thoughts that would upset me just don't. it helps to lift the heavy fog and help you to live a normal life again. i still have anxiety at times but i am slowly increasing and it is helping. thank you lexopro you really are a miracle. dont give up guys!""",positive,positive_SSRI,-1
126279,SSRI,Depression,"""i completed a month of the drug, keeping the dosage low hoping it would be more tolerable. unfortunately, the side-effects were just too problematic to allow me to function (dizziness, lack of concentration, dysphoria, nausea). drug doesn't seem to have been a viable option for me.

i'm now trying drug, have been on it about 5 days now and already wondering what this will do. i guess i'll see. it's frustrating to have tried so many and not gotten the relief i need to be a functioning member in society. that and it's unsettling that i feel like my doctor's just guessing. lol. thanks again for your responses.

http://www.drugs.com/answers/drug-side-effect-duration-497301.html""",negative,negative_SSRI,-1
121973,SNRI,Depression,"""this medicine was god send, i didn't know how much it had helped until my dr switched me to drug. i became very depresssed! dr put me on drug, then drug, saphris, drug and drug. six months later and after nothing working i got put back on drug four days ago and i am already starting to feel better! i have come to terms with taking a medicine for the rest of my life if that what it takes to feel normal.""",positive,positive_SNRI,-1
92865,SSRI,Depression,"""so, back in the day i started with wellburrin, drug, drug etc...tried it all and nothing was working. finally my doctor switched me to trentillex. there wasn't really any side effects when first starting. after about a month and a half, i finally felt something. the darkness went away. the despair, anxiety, and gripping hell that kept me from getting out of my own bed. it's all gone. as if it was lifted before my very own eyes. life is great now. i'm truly happy for the first time in years. please, give this a try, push through the side effects, and see what you feel like after 1-2 months. it's a small price to pay for a better life.""",positive,positive_SSRI,-1
206001,SNRI,Depression,"""i started taking drug about 4 months ago and it has proven to be wonderful. i suffer from depression and borderline personality disorder. almost immediately i saw an improvement. before taking drug i would fly into a rage almost daily. in the last 4 months since taking it i have maybe raged 5 times. i don't feel so self-conscious anymore. i feel more alive and upbeat. and to top it off i've lost weight since the drug decreases appetite. my wonder drug.""",positive,positive_SNRI,-1
61944,SSRI,Depression,"""for those people considering taking drug, i also read other people's reviews and comments. it scared me, as i had never taken anything to cope with this depression that has been low lying for most of my life. i thought i could just cope, but coming from a family of reactive communications, i just thought that's how i was.

but then i realized when i'm super stressed i feel myself hyper focused on the problem, and not the solution. my solution was to self soothe with food and give into laziness. i came to the conclusion that maybe if i can find something to smooth out these harsh feelings (edges), i would have the energy to give to myself to get back to gym, make better decisions when i'm stressed.""",positive,positive_SSRI,-1
141742,SSRI,Depression,"""i am a 35 yr old female living with depression since 1989, taking medicines off and on since 1995- faithfully since 2007. drug has given me my life back. i am pursuing my personal interests again and have a better attention span. i am easier to deal with although i still have occasional outbursts of anger. i can leave the house, enjoy my family and friends 99.99% of the rest of the time. the breaking in period was difficult - i had diarrhea at dosis and when they upped my dose to dosis i had vomiting too (so i took dosis one day and dosis the next for a week). no biggie-  side effects are temporary and the price of admission to my improved life.""",positive,positive_SSRI,-1
169134,SSRI,Depression,"""i'm so happy to see that many people have had positive results from this medication.

i was on it for 5 days and had diarrhea so bad i had to stop.  i lost 5 pounds in 2 days (granted i'd like to lose a few, but not like that).  i've been off of it for 1 day now and i'm still running to the bathroom (it's not as bad, but painful).

i wish i would have had the experience others have had. but this drug just isn't for me.  unfortunately, it seems that most antidepressant cause a number of side effects for me.  keeping me stable is a challenge.  (i have bi-polar disorder)""",negative,negative_SSRI,-1
125979,SSRI,Depression,"""i've been on drug for 4 days for generalized anxiety, mild depression (dysthymia). can tell a difference already. love it! best drug for my body so far. tried drug, but had gastrointestinal issues. drug was better than drug, but not 'the one' only tried 1 dose of drug, and felt like i had the flu for 4 days (and i rarely get sick). so far, so good with this. no side effects, but on the lowest dose (dosis). my dr said this is a fairly new medicine, and it seems to be getting good reviews from many people. clearly not all things work for all people, but my experience has been good!""",positive,positive_SSRI,-1
186088,SNRI,Depression,"""drug is the first medication that worked for me and my brains scattered chemical imbalance issues.
i had tried 3 other types of medication over  8 years, interspersed. while they had helped, even a combination of pills did not cover all that was required with my brain and it's issues.

i have to say that this is quite a strong drug.  also, note the possible side-effects before you start.  i, myself, did not any of the side-effects the manufacturer mentioned but when i became pregnant and was breastfeeding i did have to wean off of the medication for safety reasons, obviously, and i did notice a slight withdrawal.  do not stop taking this medication suddenly.  it, most likely, will not feel good if you do!  as stated, it's strong.""",positive,positive_SNRI,-1
